%time,field.header.seq,field.header.stamp,field.header.frame_id,field.bumper,field.cliff,field.sonar,field.illumination,field.led,field.button,field.torque,field.left_encoder,field.right_encoder,field.battery
1587292522773544235,28464,1587292522772013101,,2,145.0,0.0,519.0,0,0,1,24879,22785,11.9499998093
1587292522812752725,28465,1587292522805013101,,2,81.0,0.0,463.0,0,0,1,24912,22817,11.9499998093
1587292522830475485,28466,1587292522838013101,,2,80.0,0.0,420.0,0,0,1,24947,22850,11.9499998093
1587292522873671214,28467,1587292522871013101,,2,81.0,0.0,401.0,0,0,1,24979,22880,11.970000267
1587292522904233662,28468,1587292522912013101,,2,141.0,0.0,485.0,0,0,1,25020,22921,11.970000267
1587292522944232100,28469,1587292522945013101,,2,140.0,0.0,427.0,0,0,1,25052,22951,11.9499998093
1587292522986485329,28470,1587292522978013101,,2,142.0,0.0,393.0,0,0,1,25085,22984,11.970000267
1587292523006953714,28471,1587292523012013101,,2,121.0,0.0,383.0,0,0,1,25120,23017,11.970000267
1587292523045729652,28472,1587292523044013101,,2,123.0,0.0,382.0,0,0,1,25150,23048,11.970000267
1587292523080101110,28473,1587292523082506971,,2,118.0,0.0,419.0,0,0,1,25196,23095,11.970000267
1587292523121139756,28474,1587292523115506971,,2,140.0,0.0,479.0,0,0,1,25229,23128,11.9499998093
1587292523165694652,28475,1587292523148506971,,2,81.0,0.0,425.0,0,0,1,25262,23159,11.9499998093
1587292523183479027,28476,1587292523184506971,,2,144.0,0.0,410.0,0,0,1,25298,23195,11.9499998093
1587292523226731631,28477,1587292523217506971,,2,140.0,0.0,392.0,0,0,1,25328,23228,11.9499998093
1587292523265595068,28478,1587292523262506971,,2,141.0,0.0,417.0,0,0,1,25374,23273,11.970000267
1587292523305166839,28479,1587292523295506971,,2,144.0,0.0,478.0,0,0,1,25406,23305,11.9499998093
1587292523347348975,28480,1587292523349506971,,2,119.0,0.0,456.0,0,0,1,25458,23358,11.9499998093
1587292523390645954,28481,1587292523382506971,,2,144.0,0.0,491.0,0,0,1,25489,23390,11.9499998093
1587292523429677360,28482,1587292523415506971,,2,80.0,0.0,456.0,0,0,1,25524,23423,11.970000267
1587292523451077464,28483,1587292523450506971,,2,118.0,0.0,437.0,0,0,1,25560,23457,11.9499998093
1587292523489363662,28484,1587292523483506971,,2,143.0,0.0,497.0,0,0,1,25593,23488,11.9499998093
1587292523533896162,28485,1587292523518506971,,2,119.0,0.0,432.0,0,0,1,25627,23524,11.9499998093
1587292523553641110,28486,1587292523552506971,,2,144.0,0.0,432.0,0,0,1,25662,23558,11.970000267
1587292523595990902,28487,1587292523585506971,,2,81.0,0.0,414.0,0,0,1,25695,23590,11.9499998093
1587292523638583870,28488,1587292523618506971,,2,143.0,0.0,420.0,0,0,1,25725,23621,11.970000267
1587292523655231787,28489,1587292523654506971,,2,141.0,0.0,421.0,0,0,1,25762,23657,11.970000267
1587292523699525016,28490,1587292523687506971,,2,142.0,0.0,393.0,0,0,1,25795,23691,11.9799995422
1587292523725211735,28491,1587292523735506971,,2,80.0,0.0,405.0,0,0,1,25844,23737,11.9499998093
1587292523767729599,28492,1587292523768506971,,2,80.0,0.0,473.0,0,0,1,25877,23770,11.970000267
1587292523809768141,28493,1587292523801506971,,2,133.0,0.0,430.0,0,0,1,25910,23802,11.970000267
1587292523853196318,28494,1587292523834506971,,2,120.0,0.0,429.0,0,0,1,25943,23835,11.970000267
1587292523876089183,28495,1587292523874506971,,2,142.0,0.0,419.0,0,0,1,25983,23875,11.970000267
1587292523919749391,28496,1587292523907506971,,2,81.0,0.0,398.0,0,0,1,26015,23905,11.970000267
1587292523940921787,28497,1587292523944506971,,2,118.0,0.0,400.0,0,0,1,26053,23943,11.9499998093
1587292523984451526,28498,1587292523977506971,,2,143.0,0.0,385.0,0,0,1,26087,23976,11.970000267
1587292524027858974,28499,1587292524010506971,,2,119.0,0.0,406.0,0,0,1,26119,24009,11.9499998093
1587292524043153662,28500,1587292524044506971,,2,144.0,0.0,395.0,0,0,1,26151,24044,11.970000267
1587292524085356422,28501,1587292524077506971,,2,143.0,0.0,412.0,0,0,1,26184,24077,11.970000267
1587292524125482516,28502,1587292524110506971,,2,146.0,0.0,415.0,0,0,1,26217,24109,11.9499998093
1587292524146132360,28503,1587292524145506971,,2,80.0,0.0,404.0,0,0,1,26252,24143,11.970000267
1587292524185448506,28504,1587292524178506971,,2,81.0,0.0,389.0,0,0,1,26284,24175,11.970000267
1587292524233265953,28505,1587292524213506971,,2,81.0,0.0,470.0,0,0,1,26319,24210,11.970000267
1587292524248680537,28506,1587292524248506971,,2,145.0,0.0,427.0,0,0,1,26354,24247,11.970000267
1587292524289648141,28507,1587292524281506971,,2,81.0,0.0,401.0,0,0,1,26388,24280,11.970000267
1587292524332340016,28508,1587292524314506971,,2,146.0,0.0,412.0,0,0,1,26420,24312,11.9499998093
1587292524349536891,28509,1587292524348506971,,2,144.0,0.0,393.0,0,0,1,26454,24346,11.9499998093
1587292524392060485,28510,1587292524381506971,,2,119.0,0.0,392.0,0,0,1,26486,24380,11.970000267
1587292524431982724,28511,1587292524429506971,,2,80.0,0.0,389.0,0,0,1,26534,24426,11.9799995422
1587292524472914808,28512,1587292524461506971,,2,140.0,0.0,406.0,0,0,1,26566,24458,11.970000267
1587292524493798610,28513,1587292524496506971,,2,119.0,0.0,424.0,0,0,1,26600,24493,11.9499998093
1587292524536290693,28514,1587292524528506971,,2,81.0,0.0,488.0,0,0,1,26633,24528,11.9499998093
1587292524556427620,28515,1587292524562506971,,2,118.0,0.0,431.0,0,0,1,26665,24560,11.9499998093
1587292524596243453,28516,1587292524594506971,,2,145.0,0.0,490.0,0,0,1,26697,24592,11.970000267
1587292524638530120,28517,1587292524627506971,,2,145.0,0.0,518.0,0,0,1,26729,24625,11.970000267
1587292524662804807,28518,1587292524664506971,,2,142.0,0.0,445.0,0,0,1,26764,24661,11.970000267
1587292524702379755,28519,1587292524696506971,,2,141.0,0.0,407.0,0,0,1,26798,24692,11.9499998093
1587292524745409130,28520,1587292524729506971,,2,143.0,0.0,423.0,0,0,1,26832,24725,11.970000267
1587292524766708401,28521,1587292524764506971,,2,81.0,0.0,486.0,0,0,1,26867,24761,11.970000267
1587292524805495745,28522,1587292524797506971,,2,140.0,0.0,428.0,0,0,1,26900,24794,11.9499998093
1587292524852277672,28523,1587292524832506971,,2,144.0,0.0,425.0,0,0,1,26936,24829,11.9499998093
1587292524865923870,28524,1587292524868506971,,2,81.0,0.0,403.0,0,0,1,26970,24864,11.9499998093
1587292524905616005,28525,1587292524900506971,,2,142.0,0.0,415.0,0,0,1,27002,24896,11.9499998093
1587292524950692151,28526,1587292524933506971,,2,81.0,0.0,417.0,0,0,1,27033,24928,11.970000267
1587292524967977359,28527,1587292524969506971,,2,140.0,0.0,406.0,0,0,1,27068,24964,11.9300003052
1587292525007477359,28528,1587292525001506971,,2,143.0,0.0,421.0,0,0,1,27101,24997,11.970000267
1587292525049894703,28529,1587292525034506971,,2,143.0,0.0,399.0,0,0,1,27133,25029,11.970000267
1587292525071943245,28530,1587292525072506971,,2,119.0,0.0,391.0,0,0,1,27168,25067,11.9499998093
1587292525114719599,28531,1587292525104506971,,2,80.0,0.0,410.0,0,0,1,27201,25100,11.9499998093
1587292525146328036,28532,1587292525140506971,,2,118.0,0.0,396.0,0,0,1,27235,25135,11.9499998093
1587292525185621630,28533,1587292525172506971,,2,143.0,0.0,410.0,0,0,1,27267,25167,11.9499998093
1587292525211670172,28534,1587292525210506971,,2,140.0,0.0,393.0,0,0,1,27304,25204,11.9499998093
1587292525257245016,28535,1587292525242506971,,2,118.0,0.0,390.0,0,0,1,27338,25238,11.9499998093
1587292525285888609,28536,1587292525283506971,,2,140.0,0.0,391.0,0,0,1,27379,25279,11.970000267
1587292525323800745,28537,1587292525315506971,,2,118.0,0.0,383.0,0,0,1,27410,25314,11.9499998093
1587292525347635484,28538,1587292525348506971,,2,140.0,0.0,485.0,0,0,1,27441,25346,11.9499998093
1587292525386340068,28539,1587292525381506971,,2,81.0,0.0,436.0,0,0,1,27473,25381,11.9499998093
1587292525430609547,28540,1587292525416506971,,2,143.0,0.0,493.0,0,0,1,27508,25414,11.970000267
1587292525456916318,28541,1587292525449506971,,2,119.0,0.0,435.0,0,0,1,27540,25445,11.970000267
1587292525490975172,28542,1587292525482506971,,2,142.0,0.0,430.0,0,0,1,27571,25478,11.970000267
1587292525532699599,28543,1587292525522506971,,2,139.0,0.0,412.0,0,0,1,27610,25518,11.9499998093
1587292525573949182,28544,1587292525571013975,,2,140.0,0.0,422.0,0,0,1,27646,25551,11.9499998093
1587292525600071786,28545,1587292525618013975,,2,141.0,0.0,402.0,0,0,1,27690,25597,11.9499998093
1587292525642762463,28546,1587292525650013975,,2,80.0,0.0,481.0,0,0,1,27721,25631,11.970000267
1587292525686226005,28547,1587292525683013975,,2,143.0,0.0,446.0,0,0,1,27754,25665,11.970000267
1587292525704675745,28548,1587292525720013975,,2,143.0,0.0,521.0,0,0,1,27791,25701,11.9499998093
1587292525748408088,28549,1587292525753013975,,2,119.0,0.0,517.0,0,0,1,27824,25734,11.9499998093
1587292525779107359,28550,1587292525796013975,,2,81.0,0.0,455.0,0,0,1,27867,25777,11.970000267
1587292525820650953,28551,1587292525828013975,,2,140.0,0.0,435.0,0,0,1,27899,25812,11.970000267
1587292525865863505,28552,1587292525861013975,,2,118.0,0.0,493.0,0,0,1,27933,25846,11.9499998093
1587292525883559286,28553,1587292525898013975,,2,143.0,0.0,522.0,0,0,1,27971,25882,11.9499998093
1587292525926728661,28554,1587292525930013975,,2,141.0,0.0,446.0,0,0,1,28003,25916,11.9499998093
1587292525960103192,28555,1587292525981013975,,2,118.0,0.0,449.0,0,0,1,28052,25963,11.970000267
1587292526003210432,28556,1587292526013013975,,2,141.0,0.0,502.0,0,0,1,28086,25995,11.9499998093
1587292526044820015,28557,1587292526046013975,,2,140.0,0.0,434.0,0,0,1,28119,26028,11.970000267
1587292526063732880,28558,1587292526081013975,,2,139.0,0.0,411.0,0,0,1,28154,26062,11.9499998093
1587292526103707255,28559,1587292526113013975,,2,138.0,0.0,479.0,0,0,1,28186,26095,11.9499998093
1587292526140670797,28560,1587292526158013975,,2,118.0,0.0,522.0,0,0,1,28230,26140,11.970000267
1587292526181094390,28561,1587292526191013975,,2,129.0,0.0,453.0,0,0,1,28262,26173,11.9499998093
1587292526224212515,28562,1587292526223013975,,2,119.0,0.0,411.0,0,0,1,28295,26204,11.970000267
1587292526241421265,28563,1587292526260013975,,2,119.0,0.0,401.0,0,0,1,28330,26242,11.9499998093
1587292526287115953,28564,1587292526292013975,,2,118.0,0.0,403.0,0,0,1,28363,26273,11.970000267
1587292526318392359,28565,1587292526341013975,,2,126.0,0.0,479.0,0,0,1,28411,26322,11.9499998093
1587292526362613453,28566,1587292526373013975,,2,81.0,0.0,430.0,0,0,1,28444,26355,11.9499998093
1587292526400866838,28567,1587292526406013975,,2,119.0,0.0,432.0,0,0,1,28475,26388,11.9499998093
1587292526425718557,28568,1587292526443013975,,2,80.0,0.0,490.0,0,0,1,28512,26423,11.970000267
1587292526467991526,28569,1587292526475013975,,2,81.0,0.0,433.0,0,0,1,28543,26454,11.970000267
1587292526510138817,28570,1587292526508013975,,2,141.0,0.0,412.0,0,0,1,28575,26487,11.970000267
1587292526526751526,28571,1587292526546013975,,2,141.0,0.0,431.0,0,0,1,28614,26524,11.970000267
1587292526568710223,28572,1587292526578013975,,2,80.0,0.0,417.0,0,0,1,28646,26555,11.970000267
1587292526608058296,28573,1587292526611013975,,2,81.0,0.0,408.0,0,0,1,28678,26587,11.9499998093
1587292526629059807,28574,1587292526645013975,,2,139.0,0.0,402.0,0,0,1,28712,26621,11.970000267
1587292526672081630,28575,1587292526677013975,,2,141.0,0.0,385.0,0,0,1,28743,26655,11.9499998093
1587292526713577515,28576,1587292526710013975,,2,141.0,0.0,372.0,0,0,1,28776,26687,11.970000267
1587292526729751838,28577,1587292526746013975,,2,141.0,0.0,399.0,0,0,1,28811,26720,11.9499998093
1587292526773970275,28578,1587292526778013975,,2,118.0,0.0,471.0,0,0,1,28843,26751,11.9499998093
1587292526809903609,28579,1587292526821013975,,2,81.0,0.0,434.0,0,0,1,28887,26794,11.970000267
1587292526853442671,28580,1587292526853013975,,2,81.0,0.0,489.0,0,0,1,28923,26827,11.9499998093
1587292526871173713,28581,1587292526890013975,,2,117.0,0.0,432.0,0,0,1,28958,26863,11.9499998093
1587292526914310223,28582,1587292526922013975,,2,119.0,0.0,410.0,0,0,1,28989,26895,11.9499998093
1587292526952420536,28583,1587292526955013975,,2,142.0,0.0,391.0,0,0,1,29022,26928,11.9499998093
1587292526975864234,28584,1587292526991013975,,2,150.0,0.0,385.0,0,0,1,29058,26962,11.970000267
1587292527013402098,28585,1587292527023013975,,2,143.0,0.0,379.0,0,0,1,29089,26993,11.970000267
1587292527058490275,28586,1587292527056013975,,2,81.0,0.0,467.0,0,0,1,29123,27026,11.970000267
1587292527074814650,28587,1587292527090013975,,2,139.0,0.0,441.0,0,0,1,29155,27058,11.9499998093
1587292527117499234,28588,1587292527122013975,,2,141.0,0.0,413.0,0,0,1,29188,27091,11.9499998093
1587292527158755640,28589,1587292527173013975,,2,143.0,0.0,413.0,0,0,1,29237,27139,11.9499998093
1587292527201214650,28590,1587292527205013975,,2,140.0,0.0,485.0,0,0,1,29269,27171,11.970000267
1587292527222691213,28591,1587292527240013975,,2,119.0,0.0,430.0,0,0,1,29303,27206,11.9499998093
1587292527261254598,28592,1587292527273013975,,2,141.0,0.0,486.0,0,0,1,29338,27237,11.9499998093
1587292527309047567,28593,1587292527308013975,,2,119.0,0.0,515.0,0,0,1,29372,27272,11.9499998093
1587292527328003192,28594,1587292527346013975,,2,141.0,0.0,444.0,0,0,1,29409,27308,11.970000267
1587292527366715848,28595,1587292527378013975,,2,118.0,0.0,446.0,0,0,1,29441,27342,11.9499998093
1587292527409052046,28596,1587292527411013975,,2,118.0,0.0,433.0,0,0,1,29474,27374,11.9799995422
1587292527431402619,28597,1587292527445013975,,2,81.0,0.0,403.0,0,0,1,29508,27406,11.970000267
1587292527466633661,28598,1587292527478013975,,2,139.0,0.0,478.0,0,0,1,29538,27438,11.970000267
1587292527513046213,28599,1587292527513013975,,2,141.0,0.0,513.0,0,0,1,29572,27472,11.9300003052
1587292527531626838,28600,1587292527548013975,,2,141.0,0.0,437.0,0,0,1,29607,27507,11.970000267
1587292527569037150,28601,1587292527581013975,,2,140.0,0.0,411.0,0,0,1,29640,27539,11.9499998093
1587292527616436056,28602,1587292527616013975,,2,140.0,0.0,419.0,0,0,1,29675,27573,11.970000267
1587292527633419442,28603,1587292527650013975,,2,118.0,0.0,487.0,0,0,1,29708,27606,11.9499998093
1587292527672412463,28604,1587292527682013975,,2,81.0,0.0,447.0,0,0,1,29740,27639,11.9499998093
1587292527717468765,28605,1587292527728013975,,2,118.0,0.0,427.0,0,0,1,29786,27682,11.9499998093
1587292527761383608,28606,1587292527760013975,,2,139.0,0.0,426.0,0,0,1,29817,27714,11.970000267
1587292527778316421,28607,1587292527799013975,,2,130.0,0.0,396.0,0,0,1,29855,27753,11.9499998093
1587292527819722931,28608,1587292527831013975,,2,80.0,0.0,413.0,0,0,1,29889,27786,11.970000267
1587292527859602723,28609,1587292527864013975,,2,81.0,0.0,486.0,0,0,1,29924,27818,11.9499998093
1587292527882076317,28610,1587292527900013975,,2,142.0,0.0,421.0,0,0,1,29958,27853,11.970000267
1587292527922337619,28611,1587292527932013975,,2,118.0,0.0,482.0,0,0,1,29990,27885,11.9499998093
1587292527953287931,28612,1587292527967013975,,2,81.0,0.0,430.0,0,0,1,30025,27922,11.9499998093
1587292527989833296,28613,1587292528000013975,,2,81.0,0.0,487.0,0,0,1,30058,27952,11.9499998093
1587292528034417671,28614,1587292528033013975,,2,81.0,0.0,428.0,0,0,1,30089,27984,11.9499998093
1587292528052861108,28615,1587292528072013975,,2,117.0,0.0,426.0,0,0,1,30128,28021,11.9499998093
1587292528092148973,28616,1587292528102283937,,2,118.0,0.0,399.0,0,0,1,30162,28053,11.970000267
1587292528133190275,28617,1587292528135283937,,2,140.0,0.0,416.0,0,0,1,30197,28086,11.9499998093
1587292528151054285,28618,1587292528170283937,,2,140.0,0.0,388.0,0,0,1,30230,28120,11.9499998093
1587292528191264650,28619,1587292528202283937,,2,118.0,0.0,377.0,0,0,1,30260,28153,11.9499998093
1587292528235214337,28620,1587292528235283937,,2,81.0,0.0,380.0,0,0,1,30294,28187,11.9499998093
1587292528257968764,28621,1587292528272283937,,2,119.0,0.0,466.0,0,0,1,30330,28223,11.970000267
1587292528299774910,28622,1587292528304283937,,2,117.0,0.0,503.0,0,0,1,30363,28255,11.9499998093
1587292528323677098,28623,1587292528340283937,,2,81.0,0.0,444.0,0,0,1,30398,28290,11.970000267
1587292528362253452,28624,1587292528372283937,,2,140.0,0.0,503.0,0,0,1,30430,28323,11.9499998093
1587292528402745639,28625,1587292528405283937,,2,140.0,0.0,443.0,0,0,1,30463,28356,11.970000267
1587292528431412671,28626,1587292528439283937,,2,139.0,0.0,412.0,0,0,1,30498,28391,11.970000267
1587292528468254181,28627,1587292528472283937,,2,81.0,0.0,481.0,0,0,1,30529,28423,11.9499998093
1587292528511216316,28628,1587292528507283937,,2,81.0,0.0,426.0,0,0,1,30563,28458,11.970000267
1587292528531552931,28629,1587292528541283937,,2,141.0,0.0,423.0,0,0,1,30596,28492,11.9499998093
1587292528576737410,28630,1587292528576283937,,2,117.0,0.0,486.0,0,0,1,30632,28526,11.9499998093
1587292528600426056,28631,1587292528617283937,,2,140.0,0.0,522.0,0,0,1,30672,28566,11.970000267
1587292528642870118,28632,1587292528649283937,,2,119.0,0.0,449.0,0,0,1,30705,28600,11.970000267
1587292528684535275,28633,1587292528682283937,,2,143.0,0.0,488.0,0,0,1,30738,28634,11.970000267
1587292528702709910,28634,1587292528720283937,,2,142.0,0.0,524.0,0,0,1,30775,28671,11.970000267
1587292528748129702,28635,1587292528752283937,,2,139.0,0.0,445.0,0,0,1,30807,28705,11.970000267
1587292528790651368,28636,1587292528785283937,,2,119.0,0.0,413.0,0,0,1,30839,28737,11.9499998093
1587292528816361941,28637,1587292528826283937,,2,140.0,0.0,407.0,0,0,1,30879,28776,11.9499998093
1587292528858033348,28638,1587292528858283937,,2,141.0,0.0,392.0,0,0,1,30912,28808,11.970000267
1587292528881346733,28639,1587292528896283937,,2,141.0,0.0,424.0,0,0,1,30948,28845,11.9499998093
1587292528922222462,28640,1587292528928283937,,2,80.0,0.0,404.0,0,0,1,30982,28879,11.970000267
1587292528952067983,28641,1587292528963283937,,2,146.0,0.0,396.0,0,0,1,31016,28913,11.9499998093
1587292528988496889,28642,1587292528996283937,,2,140.0,0.0,385.0,0,0,1,31049,28944,11.970000267
1587292529035633868,28643,1587292529031283937,,2,142.0,0.0,383.0,0,0,1,31083,28979,11.9499998093
1587292529049300118,28644,1587292529067283937,,2,142.0,0.0,383.0,0,0,1,31117,29014,11.9300003052
1587292529095729806,28645,1587292529099283937,,2,81.0,0.0,419.0,0,0,1,31150,29047,11.970000267
1587292529136947514,28646,1587292529132283937,,2,142.0,0.0,386.0,0,0,1,31183,29079,11.9499998093
1587292529155775847,28647,1587292529171283937,,2,166.0,0.0,378.0,0,0,1,31219,29118,11.9499998093
1587292529196830535,28648,1587292529203283937,,2,143.0,0.0,387.0,0,0,1,31252,29152,11.9499998093
1587292529244060952,28649,1587292529236283937,,2,140.0,0.0,382.0,0,0,1,31283,29186,11.970000267
1587292529260201368,28650,1587292529275283937,,2,141.0,0.0,401.0,0,0,1,31323,29224,11.970000267
1587292529305566212,28651,1587292529307283937,,2,140.0,0.0,410.0,0,0,1,31354,29256,11.970000267
1587292529336400379,28652,1587292529357283937,,2,145.0,0.0,491.0,0,0,1,31401,29304,11.9499998093
1587292529380525847,28653,1587292529389283937,,2,142.0,0.0,433.0,0,0,1,31435,29338,11.970000267
1587292529421345274,28654,1587292529422283937,,2,81.0,0.0,407.0,0,0,1,31470,29371,11.970000267
1587292529447341837,28655,1587292529461283937,,2,141.0,0.0,416.0,0,0,1,31507,29410,11.9499998093
1587292529488582566,28656,1587292529493283937,,2,144.0,0.0,476.0,0,0,1,31538,29443,11.9499998093
1587292529529642983,28657,1587292529526283937,,2,144.0,0.0,429.0,0,0,1,31569,29477,11.970000267
1587292529544947983,28658,1587292529561283937,,2,119.0,0.0,428.0,0,0,1,31602,29510,11.9499998093
1587292529590615431,28659,1587292529593283937,,2,145.0,0.0,484.0,0,0,1,31635,29542,11.9499998093
1587292529627461420,28660,1587292529642283937,,2,81.0,0.0,525.0,0,0,1,31681,29590,11.9499998093
1587292529669930535,28661,1587292529674283937,,2,119.0,0.0,470.0,0,0,1,31713,29625,11.9499998093
1587292529711690691,28662,1587292529707283937,,2,149.0,0.0,434.0,0,0,1,31747,29658,11.9499998093
1587292529729350326,28663,1587292529744283937,,2,145.0,0.0,407.0,0,0,1,31784,29694,11.9499998093
1587292529768462931,28664,1587292529776283937,,2,146.0,0.0,483.0,0,0,1,31815,29728,11.970000267
1587292529805110274,28665,1587292529821283937,,2,119.0,0.0,444.0,0,0,1,31859,29773,11.9499998093
1587292529847255847,28666,1587292529853283937,,2,141.0,0.0,429.0,0,0,1,31893,29805,11.9499998093
1587292529888338243,28667,1587292529886283937,,2,81.0,0.0,487.0,0,0,1,31926,29837,11.9499998093
1587292529911143764,28668,1587292529921283937,,2,119.0,0.0,430.0,0,0,1,31961,29872,11.9499998093
1587292529945801003,28669,1587292529954283937,,2,120.0,0.0,488.0,0,0,1,31994,29906,11.9499998093
1587292529981068087,28670,1587292529997283937,,2,81.0,0.0,451.0,0,0,1,32038,29950,11.9499998093
1587292530023478191,28671,1587292530029283937,,2,146.0,0.0,444.0,0,0,1,32071,29983,11.9499998093
1587292530067711108,28672,1587292530062283937,,2,81.0,0.0,430.0,0,0,1,32104,30016,11.970000267
1587292530084364493,28673,1587292530100283937,,2,145.0,0.0,408.0,0,0,1,32141,30052,11.9499998093
1587292530126857149,28674,1587292530132283937,,2,146.0,0.0,396.0,0,0,1,32173,30085,11.970000267
1587292530159772930,28675,1587292530179283937,,2,146.0,0.0,483.0,0,0,1,32219,30131,11.9499998093
1587292530203759024,28676,1587292530211283937,,2,146.0,0.0,429.0,0,0,1,32253,30164,11.9499998093
1587292530243298868,28677,1587292530244283937,,2,80.0,0.0,429.0,0,0,1,32285,30197,11.9499998093
1587292530269503764,28678,1587292530283283937,,2,81.0,0.0,407.0,0,0,1,32323,30234,11.9499998093
1587292530312968764,28679,1587292530315283937,,2,144.0,0.0,402.0,0,0,1,32355,30267,11.9499998093
1587292530336028712,28680,1587292530354283937,,2,156.0,0.0,396.0,0,0,1,32392,30305,11.9499998093
1587292530376158451,28681,1587292530387283937,,2,120.0,0.0,392.0,0,0,1,32424,30338,11.9300003052
1587292530419327149,28682,1587292530419283937,,2,80.0,0.0,465.0,0,0,1,32457,30369,11.9499998093
1587292530436840118,28683,1587292530455283937,,2,147.0,0.0,427.0,0,0,1,32491,30404,11.9499998093
1587292530477845118,28684,1587292530488283937,,2,81.0,0.0,483.0,0,0,1,32524,30439,11.970000267
1587292530519306368,28685,1587292530520283937,,2,147.0,0.0,430.0,0,0,1,32556,30472,11.9499998093
1587292530539239441,28686,1587292530555283937,,2,143.0,0.0,454.0,0,0,1,32592,30505,11.970000267
1587292530581929232,28687,1587292530568300088,,2,81.0,0.0,501.0,0,0,1,32624,30536,11.970000267
1587292530626031159,28688,1587292530600300088,,2,81.0,0.0,442.0,0,0,1,32655,30567,11.970000267
1587292530646970326,28689,1587292530634300088,,2,151.0,0.0,418.0,0,0,1,32689,30601,11.970000267
1587292530681574701,28690,1587292530667300088,,2,80.0,0.0,416.0,0,0,1,32723,30633,11.970000267
1587292530704710482,28691,1587292530702300088,,2,144.0,0.0,400.0,0,0,1,32758,30667,11.9499998093
1587292530748514232,28692,1587292530735300088,,2,80.0,0.0,388.0,0,0,1,32790,30700,11.9300003052
1587292530788237774,28693,1587292530767300088,,2,149.0,0.0,409.0,0,0,1,32823,30733,11.9499998093
1587292530805385066,28694,1587292530803300088,,2,146.0,0.0,418.0,0,0,1,32857,30769,11.970000267
1587292530851455951,28695,1587292530835300088,,2,81.0,0.0,399.0,0,0,1,32890,30800,11.970000267
1587292530891525222,28696,1587292530868300088,,2,149.0,0.0,472.0,0,0,1,32922,30831,11.9499998093
1587292530915492305,28697,1587292530908300088,,2,128.0,0.0,431.0,0,0,1,32962,30870,11.9499998093
1587292530955800534,28698,1587292530940300088,,2,81.0,0.0,434.0,0,0,1,32996,30903,11.9499998093
1587292530984221524,28699,1587292530977300088,,2,81.0,0.0,434.0,0,0,1,33034,30940,11.9499998093
1587292531023753451,28700,1587292531009300088,,2,121.0,0.0,418.0,0,0,1,33065,30972,11.9499998093
1587292531067526159,28701,1587292531042300088,,2,81.0,0.0,417.0,0,0,1,33098,31003,11.970000267
1587292531084194909,28702,1587292531079300088,,2,150.0,0.0,407.0,0,0,1,33134,31040,11.9499998093
1587292531125821628,28703,1587292531111300088,,2,127.0,0.0,475.0,0,0,1,33168,31070,11.9499998093
1587292531167456732,28704,1587292531159300088,,2,151.0,0.0,450.0,0,0,1,33213,31116,11.9499998093
1587292531208728347,28705,1587292531191300088,,2,150.0,0.0,414.0,0,0,1,33246,31148,11.9499998093
1587292531231845117,28706,1587292531227300088,,2,150.0,0.0,424.0,0,0,1,33282,31184,11.970000267
1587292531273714701,28707,1587292531259300088,,2,80.0,0.0,409.0,0,0,1,33314,31215,11.970000267
1587292531297918972,28708,1587292531295300088,,2,151.0,0.0,403.0,0,0,1,33348,31250,11.9499998093
1587292531338891211,28709,1587292531327300088,,2,152.0,0.0,400.0,0,0,1,33381,31283,11.9499998093
1587292531381476576,28710,1587292531360300088,,2,80.0,0.0,412.0,0,0,1,33413,31315,11.9499998093
1587292531401066211,28711,1587292531394300088,,2,121.0,0.0,487.0,0,0,1,33447,31346,11.9499998093
1587292531441598190,28712,1587292531426300088,,2,151.0,0.0,433.0,0,0,1,33479,31378,11.9499998093
1587292531479727149,28713,1587292531472300088,,2,152.0,0.0,423.0,0,0,1,33524,31423,11.9499998093
1587292531521899440,28714,1587292531504300088,,2,81.0,0.0,483.0,0,0,1,33556,31455,11.970000267
1587292531564343451,28715,1587292531537300088,,2,121.0,0.0,454.0,0,0,1,33588,31487,11.9499998093
1587292531584677878,28716,1587292531575300088,,2,122.0,0.0,436.0,0,0,1,33625,31525,11.9499998093
1587292531624113346,28717,1587292531607300088,,2,148.0,0.0,405.0,0,0,1,33655,31556,11.970000267
1587292531660597201,28718,1587292531650300088,,2,121.0,0.0,442.0,0,0,1,33697,31599,11.9499998093
1587292531700860169,28719,1587292531682300088,,2,122.0,0.0,435.0,0,0,1,33730,31631,11.9499998093
1587292531717477930,28720,1587292531717300088,,2,124.0,0.0,412.0,0,0,1,33764,31664,11.9499998093
1587292531759799024,28721,1587292531749300088,,2,155.0,0.0,412.0,0,0,1,33796,31697,11.970000267
1587292531800381784,28722,1587292531782300088,,2,148.0,0.0,404.0,0,0,1,33829,31729,11.970000267
1587292531822616211,28723,1587292531817300088,,2,155.0,0.0,437.0,0,0,1,33865,31763,11.9499998093
1587292531861382669,28724,1587292531850300088,,2,81.0,0.0,432.0,0,0,1,33897,31793,11.970000267
1587292531905366680,28725,1587292531883300088,,2,122.0,0.0,438.0,0,0,1,33927,31825,11.9499998093
1587292531923418190,28726,1587292531922300088,,2,81.0,0.0,435.0,0,0,1,33968,31865,11.9499998093
1587292531966057930,28727,1587292531954300088,,2,121.0,0.0,438.0,0,0,1,34002,31897,11.9499998093
